index,class,cap-shape,cap-surface,cap-color,odor,population,habitat
5131,poisonous,flat,smooth,white,foul,scattered,urban
5132,poisonous,bell,fibrous,yellow,none,several,woods
5133,poisonous,convex,scaly,brown,spicy,several,woods
5134,poisonous,convex,scaly,brown,fishy,several,woods
5135,edible,knobbed,smooth,brown,none,clustered,waster
5136,edible,knobbed,scaly,buff,none,clustered,waster
5137,poisonous,flat,smooth,white,foul,several,grasses
5138,poisonous,flat,smooth,buff,none,several,meadows
5139,poisonous,flat,scaly,yellow,foul,soletary,paths
5140,poisonous,convex,scaly,gray,foul,soletary,grasses
5141,poisonous,flat,smooth,buff,none,several,grasses
5142,poisonous,convex,scaly,brown,foul,several,paths
5143,poisonous,convex,scaly,red,fishy,several,paths
5144,poisonous,flat,fibrous,gray,foul,soletary,woods
5145,edible,convex,smooth,red,none,clustered,waster
5146,poisonous,convex,scaly,brown,foul,several,leaves
5147,poisonous,convex,fibrous,yellow,foul,soletary,grasses
5148,poisonous,convex,scaly,brown,fishy,several,woods
5149,edible,flat,fibrous,brown,none,several,leaves
5150,poisonous,convex,scaly,brown,foul,several,paths
5151,edible,convex,smooth,buff,none,clustered,waster
5152,edible,flat,scaly,brown,none,clustered,waster
5153,poisonous,flat,scaly,yellow,foul,soletary,paths
5154,poisonous,flat,scaly,buff,none,several,meadows
5155,poisonous,convex,scaly,brown,none,several,woods
5156,poisonous,convex,scaly,brown,fishy,several,leaves
5157,poisonous,convex,smooth,buff,foul,scattered,grasses
5158,poisonous,convex,smooth,buff,foul,several,grasses
5159,poisonous,flat,scaly,yellow,foul,soletary,paths
5160,poisonous,flat,smooth,gray,foul,several,grasses
5161,poisonous,convex,scaly,brown,foul,several,leaves
5162,poisonous,convex,smooth,buff,foul,several,grasses
5163,poisonous,flat,fibrous,brown,none,several,woods
5164,edible,convex,scaly,red,none,clustered,waster
5165,poisonous,flat,smooth,buff,foul,scattered,grasses
5166,poisonous,flat,smooth,white,foul,scattered,grasses
5167,edible,knobbed,scaly,red,none,clustered,waster
5168,poisonous,convex,fibrous,yellow,foul,soletary,paths
5169,poisonous,convex,fibrous,brown,none,several,woods
5170,edible,convex,scaly,brown,none,clustered,waster
5171,poisonous,convex,scaly,gray,foul,soletary,grasses
5172,poisonous,flat,smooth,buff,foul,several,grasses
5173,poisonous,flat,smooth,buff,foul,scattered,grasses
5174,poisonous,flat,scaly,yellow,foul,several,grasses
5175,poisonous,flat,scaly,yellow,foul,several,woods
5176,edible,convex,smooth,pink,none,clustered,waster
5177,edible,flat,smooth,pink,none,clustered,waster
5178,poisonous,bell,scaly,white,none,several,grasses
5179,edible,convex,scaly,cinnamon,none,several,leaves
5180,edible,flat,smooth,brown,none,clustered,waster
5181,poisonous,convex,smooth,buff,foul,several,urban
5182,poisonous,convex,smooth,gray,foul,several,grasses
5183,poisonous,flat,scaly,yellow,foul,soletary,woods
5184,poisonous,convex,smooth,buff,foul,several,urban
5185,poisonous,convex,smooth,white,foul,scattered,grasses
5186,edible,flat,scaly,cinnamon,none,several,leaves
5187,poisonous,convex,scaly,red,fishy,several,woods
5188,poisonous,flat,fibrous,yellow,foul,soletary,woods
5189,edible,convex,scaly,white,none,several,woods
5190,poisonous,convex,scaly,yellow,foul,several,paths
5191,poisonous,flat,scaly,pink,none,several,grasses
5192,poisonous,flat,smooth,gray,foul,several,urban
5193,poisonous,convex,scaly,brown,spicy,several,woods
5194,edible,knobbed,smooth,pink,none,clustered,waster
5195,poisonous,convex,scaly,brown,foul,several,leaves
5196,poisonous,convex,scaly,gray,foul,several,paths
5197,poisonous,flat,smooth,buff,foul,scattered,urban
5198,edible,knobbed,scaly,pink,none,clustered,waster
5199,poisonous,convex,fibrous,yellow,foul,several,paths
5200,poisonous,flat,scaly,gray,foul,several,grasses
5201,poisonous,flat,fibrous,gray,foul,soletary,woods
5202,poisonous,convex,smooth,buff,foul,scattered,grasses
5203,poisonous,convex,scaly,brown,foul,several,paths
5204,poisonous,convex,scaly,yellow,foul,several,woods
5205,poisonous,flat,fibrous,yellow,foul,several,woods
5206,poisonous,flat,fibrous,brown,none,several,woods
5207,edible,knobbed,smooth,buff,none,clustered,waster
5208,poisonous,flat,scaly,yellow,foul,several,grasses
5209,poisonous,convex,scaly,red,fishy,several,leaves
5210,poisonous,convex,smooth,gray,foul,scattered,urban
5211,edible,flat,smooth,brown,none,clustered,waster
5212,poisonous,convex,scaly,gray,foul,several,paths
5213,poisonous,convex,scaly,brown,fishy,several,woods
5214,poisonous,convex,smooth,gray,foul,several,urban
5215,poisonous,convex,smooth,gray,foul,several,grasses
5216,poisonous,flat,scaly,pink,none,several,meadows
5217,edible,knobbed,scaly,buff,none,clustered,waster
5218,poisonous,convex,smooth,white,foul,several,urban
5219,poisonous,convex,scaly,brown,fishy,several,woods
5220,edible,knobbed,scaly,brown,none,clustered,waster
5221,poisonous,flat,scaly,yellow,foul,soletary,woods
5222,edible,convex,scaly,pink,none,clustered,waster
5223,poisonous,flat,smooth,gray,foul,scattered,urban
5224,edible,convex,smooth,pink,none,clustered,waster
5225,poisonous,bell,scaly,brown,none,several,woods
5226,poisonous,flat,smooth,buff,foul,several,grasses
5227,poisonous,convex,scaly,brown,foul,several,paths
5228,poisonous,convex,scaly,brown,foul,several,woods
5229,poisonous,convex,smooth,buff,foul,scattered,urban
5230,poisonous,convex,scaly,brown,foul,several,leaves
5231,edible,knobbed,scaly,pink,none,clustered,waster
5232,edible,knobbed,fibrous,cinnamon,none,several,leaves
5233,poisonous,convex,scaly,yellow,foul,several,grasses
5234,edible,convex,smooth,brown,none,clustered,waster
5235,poisonous,flat,fibrous,gray,foul,soletary,paths
5236,poisonous,flat,scaly,yellow,foul,several,woods
5237,poisonous,flat,smooth,gray,foul,several,urban
5238,poisonous,knobbed,scaly,white,none,clustered,leaves
5239,edible,knobbed,fibrous,brown,none,several,leaves
5240,poisonous,knobbed,fibrous,yellow,none,several,woods
5241,poisonous,flat,smooth,white,foul,scattered,grasses
5242,poisonous,flat,scaly,yellow,none,several,woods
5243,poisonous,flat,scaly,yellow,foul,several,woods
5244,edible,knobbed,smooth,buff,none,clustered,waster
5245,poisonous,flat,scaly,yellow,foul,several,paths
5246,poisonous,convex,scaly,brown,fishy,several,paths
5247,poisonous,convex,scaly,yellow,foul,soletary,woods
5248,poisonous,convex,scaly,yellow,foul,several,paths
5249,poisonous,bell,scaly,white,none,several,grasses
5250,poisonous,flat,scaly,yellow,foul,soletary,grasses
5251,poisonous,convex,smooth,white,foul,several,grasses
5252,poisonous,convex,smooth,buff,foul,several,grasses
5253,edible,knobbed,scaly,buff,none,clustered,waster
5254,poisonous,flat,scaly,yellow,foul,several,paths
5255,poisonous,convex,smooth,buff,foul,scattered,grasses
5256,poisonous,bell,scaly,buff,none,several,meadows
5257,poisonous,convex,smooth,white,foul,several,grasses
5258,edible,knobbed,smooth,brown,none,clustered,waster
5259,poisonous,flat,smooth,gray,foul,scattered,urban
5260,poisonous,convex,fibrous,yellow,none,several,woods
5261,poisonous,flat,smooth,gray,foul,several,grasses
5262,poisonous,flat,scaly,yellow,foul,soletary,woods
5263,poisonous,knobbed,scaly,brown,none,several,woods
5264,poisonous,flat,smooth,buff,foul,scattered,urban
5265,edible,flat,smooth,red,none,clustered,waster
5266,poisonous,convex,scaly,brown,foul,several,woods
5267,poisonous,convex,scaly,brown,fishy,several,woods
5268,poisonous,convex,scaly,brown,fishy,several,leaves
5269,poisonous,convex,smooth,white,foul,several,urban
5270,edible,knobbed,smooth,brown,none,clustered,waster
5271,poisonous,flat,scaly,gray,foul,soletary,grasses
5272,edible,convex,smooth,buff,none,clustered,waster
5273,poisonous,flat,smooth,white,foul,scattered,urban
5274,edible,knobbed,fibrous,brown,none,several,leaves
5275,poisonous,convex,scaly,brown,spicy,several,leaves
5276,poisonous,flat,smooth,white,foul,several,grasses
5277,poisonous,convex,smooth,gray,foul,several,urban
5278,poisonous,knobbed,scaly,yellow,none,several,woods
5279,poisonous,flat,smooth,white,none,several,meadows
5280,poisonous,flat,fibrous,yellow,foul,soletary,paths
5281,edible,knobbed,scaly,pink,none,clustered,waster
5282,poisonous,flat,scaly,white,none,clustered,leaves
5283,poisonous,flat,smooth,buff,foul,several,urban
5284,edible,flat,scaly,white,none,soletary,woods
5285,edible,convex,scaly,green,none,several,woods
5286,edible,convex,smooth,buff,none,clustered,waster
5287,poisonous,flat,smooth,gray,foul,several,grasses
5288,poisonous,convex,scaly,red,fishy,several,woods
5289,poisonous,flat,scaly,yellow,foul,soletary,paths
5290,poisonous,flat,smooth,gray,foul,scattered,grasses
5291,poisonous,flat,smooth,buff,foul,scattered,grasses
5292,edible,flat,smooth,red,none,clustered,waster
5293,poisonous,convex,scaly,red,fishy,several,woods
5294,poisonous,flat,fibrous,gray,foul,soletary,grasses
5295,poisonous,flat,scaly,yellow,foul,soletary,woods
5296,edible,convex,smooth,brown,none,clustered,waster
5297,poisonous,flat,smooth,gray,foul,scattered,grasses
5298,poisonous,convex,scaly,brown,spicy,several,leaves
5299,poisonous,flat,smooth,white,foul,scattered,grasses
5300,edible,convex,fibrous,cinnamon,none,several,leaves
5301,poisonous,flat,smooth,gray,foul,several,grasses
5302,poisonous,flat,fibrous,gray,foul,several,paths
5303,edible,convex,scaly,green,none,soletary,woods
5304,poisonous,convex,fibrous,yellow,foul,several,paths
5305,poisonous,convex,scaly,brown,foul,several,leaves
5306,poisonous,convex,scaly,brown,spicy,several,leaves
5307,edible,flat,scaly,red,none,clustered,waster
5308,poisonous,convex,smooth,gray,foul,several,urban
5309,edible,knobbed,scaly,brown,none,clustered,waster
5310,edible,flat,scaly,red,none,clustered,waster
5311,poisonous,convex,scaly,brown,foul,several,paths
5312,poisonous,bell,scaly,brown,none,several,woods
5313,poisonous,convex,scaly,brown,spicy,several,paths
5314,edible,flat,scaly,buff,none,clustered,waster
5315,poisonous,convex,smooth,white,foul,several,grasses
5316,poisonous,flat,scaly,yellow,foul,several,grasses
5317,edible,flat,scaly,brown,none,clustered,waster
5318,poisonous,bell,scaly,white,none,several,meadows
5319,edible,convex,scaly,brown,none,several,leaves
5320,poisonous,flat,scaly,yellow,foul,several,paths
5321,poisonous,convex,smooth,buff,foul,scattered,grasses
5322,poisonous,convex,scaly,brown,spicy,several,leaves
5323,poisonous,convex,smooth,gray,foul,scattered,urban
5324,poisonous,flat,smooth,gray,foul,scattered,urban
5325,poisonous,convex,scaly,brown,foul,several,paths
5326,edible,flat,scaly,white,none,several,woods
5327,poisonous,convex,scaly,brown,spicy,several,leaves
5328,poisonous,flat,fibrous,gray,foul,several,grasses
5329,poisonous,convex,scaly,red,fishy,several,leaves
5330,poisonous,convex,smooth,white,foul,several,grasses
5331,poisonous,flat,scaly,gray,foul,several,woods
5332,poisonous,convex,smooth,white,foul,scattered,urban
5333,poisonous,knobbed,scaly,yellow,none,several,woods
5334,poisonous,flat,smooth,white,foul,several,urban
5335,poisonous,flat,smooth,gray,foul,several,urban
5336,edible,convex,scaly,cinnamon,none,several,leaves
5337,poisonous,convex,smooth,white,foul,several,urban
5338,poisonous,convex,scaly,brown,spicy,several,paths
5339,poisonous,flat,scaly,pink,none,several,grasses
5340,poisonous,flat,scaly,yellow,foul,soletary,paths
5341,edible,convex,smooth,pink,none,clustered,waster
5342,poisonous,flat,scaly,buff,none,several,grasses
5343,poisonous,convex,fibrous,yellow,none,several,woods
5344,poisonous,flat,scaly,yellow,foul,soletary,paths
5345,edible,flat,fibrous,brown,none,several,leaves
5346,edible,convex,fibrous,brown,none,several,leaves
5347,poisonous,convex,scaly,brown,fishy,several,leaves
5348,poisonous,flat,smooth,gray,foul,several,urban
5349,poisonous,convex,smooth,buff,foul,scattered,urban
5350,poisonous,flat,smooth,gray,foul,several,grasses
5351,poisonous,convex,smooth,buff,foul,scattered,grasses
5352,edible,convex,scaly,green,none,several,woods
5353,poisonous,flat,scaly,yellow,foul,soletary,woods
5354,poisonous,flat,smooth,gray,foul,scattered,urban
5355,poisonous,convex,scaly,brown,foul,several,paths
5356,poisonous,flat,scaly,yellow,foul,soletary,grasses
5357,poisonous,flat,smooth,white,foul,several,urban
5358,poisonous,convex,smooth,white,foul,scattered,urban
5359,poisonous,flat,scaly,gray,foul,soletary,paths
5360,poisonous,flat,scaly,yellow,foul,soletary,paths
5361,poisonous,convex,scaly,brown,foul,several,woods
5362,poisonous,convex,scaly,yellow,none,several,woods
5363,edible,flat,smooth,brown,none,clustered,waster
5364,poisonous,flat,scaly,yellow,foul,soletary,woods
5365,poisonous,flat,smooth,gray,foul,scattered,urban
5366,poisonous,convex,scaly,brown,fishy,several,leaves
5367,poisonous,flat,scaly,yellow,foul,several,woods
5368,poisonous,flat,scaly,yellow,foul,soletary,woods
5369,poisonous,flat,smooth,white,foul,scattered,urban
5370,poisonous,flat,smooth,pink,none,several,meadows
5371,poisonous,flat,scaly,yellow,foul,soletary,grasses
5372,edible,knobbed,smooth,pink,none,clustered,waster
5373,poisonous,convex,smooth,buff,foul,scattered,grasses
5374,poisonous,convex,smooth,white,foul,scattered,grasses
5375,poisonous,convex,smooth,white,foul,scattered,grasses
5376,poisonous,convex,scaly,brown,foul,several,woods
5377,poisonous,bell,scaly,pink,none,several,meadows
5378,poisonous,convex,smooth,buff,foul,scattered,urban
5379,edible,convex,scaly,pink,none,clustered,waster
5380,poisonous,convex,scaly,brown,spicy,several,paths
5381,poisonous,convex,scaly,yellow,foul,several,paths
5382,poisonous,convex,smooth,white,foul,several,urban
5383,edible,flat,scaly,buff,none,clustered,waster
5384,poisonous,flat,smooth,buff,foul,several,urban
5385,edible,convex,fibrous,cinnamon,none,several,leaves
5386,edible,flat,smooth,pink,none,clustered,waster
5387,edible,convex,scaly,brown,none,several,leaves
5388,edible,flat,smooth,pink,none,clustered,waster
5389,poisonous,flat,smooth,gray,foul,several,urban
5390,edible,knobbed,smooth,red,none,clustered,waster
5391,edible,knobbed,scaly,red,none,clustered,waster
5392,poisonous,flat,smooth,white,foul,several,grasses
5393,edible,knobbed,smooth,buff,none,clustered,waster
5394,poisonous,convex,smooth,buff,foul,several,grasses
5395,poisonous,bell,scaly,yellow,none,several,woods
5396,poisonous,convex,smooth,white,foul,scattered,urban
5397,poisonous,convex,fibrous,yellow,foul,several,grasses
5398,poisonous,flat,scaly,yellow,foul,soletary,paths
5399,poisonous,bell,fibrous,brown,none,several,woods
5400,poisonous,flat,scaly,yellow,foul,soletary,paths
5401,poisonous,flat,scaly,yellow,foul,several,paths
5402,edible,flat,scaly,cinnamon,none,several,leaves
5403,poisonous,convex,scaly,red,fishy,several,woods
5404,poisonous,flat,smooth,white,foul,scattered,grasses
5405,poisonous,convex,scaly,brown,foul,several,paths
5406,poisonous,bell,scaly,pink,none,several,grasses
5407,poisonous,flat,scaly,yellow,foul,soletary,woods
5408,poisonous,convex,smooth,buff,foul,scattered,grasses
5409,poisonous,flat,scaly,yellow,foul,several,paths
5410,poisonous,flat,smooth,buff,foul,scattered,grasses
5411,poisonous,flat,smooth,buff,foul,scattered,urban
5412,poisonous,convex,scaly,brown,fishy,several,paths
5413,poisonous,flat,scaly,yellow,foul,several,paths
5414,edible,convex,smooth,brown,none,clustered,waster
5415,poisonous,flat,scaly,yellow,foul,several,grasses
5416,edible,flat,smooth,buff,none,clustered,waster
5417,edible,flat,smooth,red,none,clustered,waster
5418,edible,convex,smooth,brown,none,clustered,waster
5419,poisonous,flat,smooth,white,foul,several,urban
5420,poisonous,flat,scaly,yellow,foul,several,woods
5421,edible,flat,smooth,pink,none,clustered,waster
5422,edible,convex,smooth,red,none,clustered,waster
5423,poisonous,flat,scaly,yellow,foul,several,woods
5424,poisonous,bell,scaly,buff,none,several,meadows
5425,poisonous,flat,smooth,buff,foul,scattered,urban
5426,poisonous,flat,smooth,gray,foul,scattered,grasses
5427,poisonous,convex,smooth,buff,foul,scattered,grasses
5428,poisonous,convex,fibrous,yellow,foul,soletary,paths
5429,poisonous,flat,smooth,white,foul,scattered,grasses
5430,poisonous,convex,smooth,gray,foul,scattered,urban
5431,edible,flat,scaly,green,none,soletary,woods
5432,poisonous,flat,scaly,yellow,foul,several,grasses
5433,poisonous,convex,scaly,brown,foul,several,woods
5434,poisonous,convex,smooth,buff,foul,scattered,grasses
5435,edible,convex,fibrous,cinnamon,none,several,leaves
5436,poisonous,convex,smooth,gray,foul,several,urban
5437,edible,convex,scaly,purple,none,soletary,woods
5438,poisonous,convex,fibrous,yellow,foul,several,paths
5439,poisonous,flat,fibrous,gray,foul,several,grasses
5440,poisonous,flat,scaly,white,none,several,meadows
5441,poisonous,convex,scaly,brown,fishy,several,woods
5442,poisonous,convex,scaly,brown,spicy,several,leaves
5443,poisonous,convex,scaly,gray,foul,several,paths
5444,edible,convex,scaly,pink,none,clustered,waster
5445,poisonous,flat,smooth,gray,foul,scattered,grasses
5446,poisonous,convex,smooth,buff,foul,several,grasses
5447,poisonous,convex,scaly,brown,fishy,several,paths
5448,poisonous,convex,smooth,gray,foul,scattered,urban
5449,poisonous,convex,scaly,brown,fishy,several,paths
5450,poisonous,flat,smooth,white,foul,scattered,grasses
